Pbar,mNL,n_points,E_roots,x_roots,tau_roots
296.0,0.0555,3,14.2716649762; 35.9434046276; 90.6245901917,0.1005982967; 0.1260213776; 0.1395336507,0.1397183158; 0.0417392775; 0.0130462327
296.0,0.056,3,15.4589918533; 31.0729124881; 95.3335872297,0.1035376021; 0.1230413500; 0.1400787875,0.1254532224; 0.0502516409; 0.0122292327
296.0,0.0565,3,17.4753219872; 25.9630901743; 99.4369904529,0.1077204227; 0.1189202012; 0.1405215817,0.1064771020; 0.0633242512; 0.0115850564
297.0,0.0545,3,12.7361178676; 47.9601054290; 78.7694690693,0.0960933934; 0.1311153290; 0.1379394314,0.1630720639; 0.0290164824; 0.0155870817
297.0,0.055,3,13.4274421915; 40.9751746417; 86.1239731932,0.0982312368; 0.1284560377; 0.1389651718,0.1517644204; 0.0353706483; 0.0139263520
297.0,0.0555,3,14.3014769660; 35.5999514255; 91.6693048394,0.1006738278; 0.1258302184; 0.1396527480,0.1393421337; 0.0422616240; 0.0128654858
297.0,0.056,3,15.5059276110; 30.7876044564; 96.3049973599,0.1036422160; 0.1228385515; 0.1401804279,0.1249596610; 0.0508596166; 0.0120798252
297.0,0.0565,3,17.5870309599; 25.6614088733; 100.3619328812,0.1079241040; 0.1186298809; 0.1406116634,0.1055927741; 0.0643020921; 0.0114561391
298.0,0.0545,3,12.7528852798; 47.2111577628; 80.2291414188,0.0961442045; 0.1308577473; 0.1381496911,0.1627985967; 0.0296044586; 0.0152390393
298.0,0.055,3,13.4490994649; 40.5261132964; 87.2808975381,0.0982916656; 0.1282553638; 0.1391088929,0.1514506998; 0.0358756503; 0.0137011298
298.0,0.0555,3,14.3314627013; 35.2677880199; 92.7029971639,0.1007495535; 0.1256423367; 0.1397683668,0.1389654911; 0.0427781799; 0.0126912240
298.0,0.056,3,15.5535205880; 30.5086463683; 97.2698385567,0.1037477858; 0.1226371652; 0.1402796941,0.1244625755; 0.0514669766; 0.0119347942
298.0,0.0565,3,17.7048879417; 25.3583302816; 101.2825598765,0.1081367428; 0.1183323865; 0.1406999555,0.1046734892; 0.0653118684; 0.0113304830
299.0,0.054,3,12.1898677518; 58.0319301783; 69.6171276822,0.0942485435; 0.1339814796; 0.1364208934,0.1731565379; 0.0228718982; 0.0182173927
299.0,0.0545,3,12.7696569666; 46.5231991801; 81.6282655393,0.0961949286; 0.1306149341; 0.1383452628,0.1625258269; 0.0301641230; 0.0149188373
299.0,0.055,3,13.4708065826; 40.0975211288; 88.4177449207,0.0983520850; 0.1280602740; 0.1392470329,0.1511373527; 0.0363700312; 0.0134863841
299.0,0.0555,3,14.3616268129; 34.9461202735; 93.7264544906,0.1008254824; 0.1254575025; 0.1398807286,0.1385883495; 0.0432894189; 0.0125230097
299.0,0.056,3,15.6017995591; 30.2356336088; 98.2284844928,0.1038543576; 0.1224370288; 0.1403767022,0.1239617775; 0.0520741382; 0.0117939086
299.0,0.0565,3,17.8298497301; 25.0526864791; 102.1990804080,0.1083597157; 0.1180262697; 0.1407865297,0.1037138452; 0.0663591234; 0.0112079445
300.0,0.054,3,12.2033884129; 55.9448815852; 72.4169791483,0.0942923907; 0.1334520771; 0.1369099377,0.1729133468; 0.0239518742; 0.0173479262
300.0,0.0545,3,12.7864334138; 45.8859566786; 82.9771117552,0.0962455673; 0.1303845025; 0.1385285318,0.1622537444; 0.0307000957; 0.0146218639
300.0,0.055,3,13.4925648104; 39.6874767912; 89.5364332447,0.0984124979; 0.1278702747; 0.1393800823,0.1508243633; 0.0368547641; 0.0132811555
300.0,0.0555,3,14.3919740833; 34.6342358605; 94.7403821989,0.1009016233; 0.1252755080; 0.1399900323,0.1382106696; 0.0437957708; 0.0123604503
300.0,0.056,3,15.6507952230; 29.9681898402; 99.1812786577,0.1039619800; 0.1222379864; 0.1404715592,0.1234570664; 0.0526815122; 0.0116569558
300.0,0.0565,3,17.9631372980; 24.7430593109; 103.1116895218,0.1085947744; 0.1177097114; 0.1408714535,0.1027069701; 0.0674508607; 0.0110883893
301.0,0.054,3,12.2168952664; 54.4178558368; 74.6572654293,0.0943361217; 0.1330429705; 0.1372787957,0.1726709707; 0.0248035120; 0.0167062018
301.0,0.0545,3,12.8032151093; 45.2917009272; 84.2834067357,0.0962961223; 0.1301646502; 0.1387012986,0.1619823390; 0.0312158612; 0.0143446422
301.0,0.055,3,13.5143754352; 39.2943297870; 90.6386095605,0.0984729075; 0.1276849401; 0.1395084639,0.1505117156; 0.0373306877; 0.0130846187
301.0,0.0555,3,14.4225094542; 34.3314929657; 95.7454150169,0.1009779852; 0.1250961642; 0.1400964579,0.1378324108; 0.0442976277; 0.0122031919
301.0,0.056,3,15.7005403849; 29.7059635856; 100.1285375912,0.1040707053; 0.1220398869; 0.1405643643,0.1229482288; 0.0532895058; 0.0115237396
301.0,0.0565,3,18.1063492862; 24.4276656694; 104.0205695669,0.1088442069; 0.1173803603; 0.1409547900,0.1016438960; 0.0685961719; 0.0109716919
302.0,0.054,3,12.2303885821; 53.1776638104; 76.6111732074,0.0943797376; 0.1326960647; 0.1375855613,0.1724294014; 0.0255373227; 0.0161817148
302.0,0.0545,3,12.8200025435; 44.7344460307; 85.5531337288,0.0963465952; 0.1299539765; 0.1388649622,0.1617116008; 0.0317141250; 0.0140844747
302.0,0.055,3,13.5362397656; 38.9166502337; 91.7257002994,0.0985333168; 0.1275038998; 0.1396325451,0.1501993938; 0.0377985320; 0.0128960577
302.0,0.0555,3,14.4532380342; 34.0373108998; 96.7421263969,0.1010545775; 0.1249192990; 0.1402001683,0.1374535317; 0.0447953491; 0.0120509142
302.0,0.056,3,15.7510701624; 29.4486252201; 101.0705536863,0.1041805891; 0.1218425826; 0.1406552094,0.1224350373; 0.0538985258; 0.0113940784
302.0,0.0565,3,18.2616466916; 24.1041717122; 104.9258912875,0.1091110976; 0.1170350727; 0.1410365986,0.1005125400; 0.0698072551; 0.0108577345
303.0,0.054,3,12.2438686292; 52.1193054047; 78.3837001618,0.0944232398; 0.1323889528; 0.1378526400,0.1721886307; 0.0261958841; 0.0157318933
303.0,0.0545,3,12.8367962093; 44.2094461926; 86.7910358997,0.0963969878; 0.1297513671; 0.1390206355,0.1614415197; 0.0321970379; 0.0138392184
303.0,0.055,3,13.5581591331; 38.5531899765; 92.7989501603,0.0985937290; 0.1273268290; 0.1397526475,0.1498873819; 0.0382589367; 0.0127148464
303.0,0.0555,3,14.4841651073; 33.7511622488; 97.7310363581,0.1011314097; 0.1247447544; 0.1403013117,0.1370739897; 0.0452892660; 0.0119033264
303.0,0.056,3,15.8024222178; 29.1958642957; 102.0075976314,0.1042916908; 0.1216459288; 0.1407441798,0.1219172486; 0.0545089814; 0.0112678040
303.0,0.0565,3,18.4320721748; 23.7693725804; 105.8278147984,0.1093997776; 0.1166694617; 0.1411169353,0.0992959470; 0.0711011737; 0.0107464065
304.0,0.054,3,12.2573356756; 51.1891871700; 80.0284373386,0.0944666294; 0.1321101594; 0.1380915061,0.1719486504; 0.0268009800; 0.0153349595
304.0,0.0545,3,12.8535966023; 43.7128648703; 88.0009471740,0.0964473016; 0.1295559175; 0.1391692210,0.1611720857; 0.0326663430; 0.0136071379
304.0,0.055,3,13.5801348921; 38.2028520678; 93.8594526288,0.0986541471; 0.1271534408; 0.1398690548,0.1495756635; 0.0387124667; 0.0125404340
304.0,0.0555,3,14.5152961419; 33.4725662623; 98.7126180888,0.1012084916; 0.1245723850; 0.1404000237,0.1366937412; 0.0457796852; 0.0117601632
304.0,0.056,3,15.8546370207; 28.9473871434; 102.9399205458,0.1044040744; 0.1214497821; 0.1408313549,0.1213946024; 0.0551212871; 0.0111447599
304.0,0.0565,3,18.6221472648; 23.4185943193; 106.7264904586,0.1097166647; 0.1162770565; 0.1411958527,0.0979690082; 0.0725031383; 0.0106376038
305.0,0.054,3,12.2707899885; 50.3555917961; 81.5770996626,0.0945099078; 0.1318528703; 0.1383089726,0.1717094523; 0.0273655330; 0.0149779970
305.0,0.0545,3,12.8704042208; 43.2415492848; 89.1860177283,0.0964975383; 0.1293668822; 0.1393114629,0.1609032891; 0.0331234771; 0.0133868043
305.0,0.055,3,13.6021684214; 37.8646665167; 94.9081742268,0.0987145743; 0.1269834806; 0.1399820185,0.1492642227; 0.0391596239; 0.0123723326
305.0,0.0555,3,14.5466367999; 33.2010832492; 99.6873035419,0.1012858336; 0.1244020566; 0.1404964284,0.1363127412; 0.0462668918; 0.0116211825
305.0,0.056,3,15.9077581467; 28.7029146999; 103.8677558542,0.1045178082; 0.1212539998; 0.1409168090,0.1208668195; 0.0557358656; 0.0110248007
305.0,0.0565,3,18.8391152633; 23.0444501903; 107.6220596549,0.1100720102; 0.1158475563; 0.1412734005,0.0964916449; 0.0740533233; 0.0105312286
306.0,0.054,3,12.2842318342; 49.5979214135; 83.0502826359,0.0945530760; 0.1316126452; 0.1385094784,0.1714710286; 0.0278979552; 0.0146525993
306.0,0.0545,3,12.8872195657; 42.7928719940; 90.3488724166,0.0965476996; 0.1291836370; 0.1394479833,0.1606351199; 0.0335696408; 0.0131770247
306.0,0.055,3,13.6242611246; 37.5377708047; 95.9459739958,0.0987750139; 0.1268167206; 0.1400917631,0.1489530429; 0.0396008569; 0.0122101079
306.0,0.0555,3,14.5781929472; 32.9363097985; 100.6554882023,0.1013634459; 0.1242336446; 0.1405906398,0.1359309434; 0.0467511521; 0.0114861617
306.0,0.056,3,15.9618326170; 28.4621805154; 104.7913209385,0.1046329662; 0.1210584388; 0.1410006113,0.1203335992; 0.0563531508; 0.0109077907
306.0,0.0565,3,19.0959625106; 22.6338186988; 108.5146555085,0.1104841367; 0.1153625914; 0.1413496257,0.0947922698; 0.0758234060; 0.0104271886
307.0,0.0535,3,11.7843846204; 61.0388723215; 71.7220357639,0.0927621764; 0.1346532015; 0.1367592151,0.1815015054; 0.0215374511; 0.0176136278
307.0,0.054,3,12.2976614783; 48.9019117435; 84.4622481876,0.0945961354; 0.1313863987; 0.1386961079,0.1712333712; 0.0284040866; 0.0143529326
307.0,0.0545,3,12.9040431413; 42.3646166684; 91.4917249936,0.0965977871; 0.1290056540; 0.1395793089,0.1603675683; 0.0340058499; 0.0129767909
307.0,0.055,3,13.6464144312; 37.2213940705; 96.9736193110,0.0988354690; 0.1266529566; 0.1401984897,0.1486421078; 0.0400365686; 0.0120533712
307.0,0.0555,3,14.6099706641; 32.6778746834; 101.6175351733,0.1014413395; 0.1240670331; 0.1406827631,0.1355483004; 0.0472327160; 0.0113548966
307.0,0.056,3,16.0169112876; 28.2249289046; 105.7108185982,0.1047496280; 0.1208629545; 0.1410828268,0.1197946179; 0.0569735913; 0.0107936029
307.0,0.0565,3,19.4208777153; 22.1583836275; 109.4044035109,0.1109926855; 0.1147824761; 0.1414245728,0.0927161136; 0.0779682409; 0.0103253967
308.0,0.0535,3,11.7954447256; 58.7604434185; 74.7171517097,0.0927999662; 0.1341210469; 0.1372570278,0.1812869077; 0.0225913321; 0.0167437369
308.0,0.054,3,12.3110791852; 48.2572066074; 85.8233501643,0.0946390871; 0.1311718830; 0.1388711076,0.1709964724; 0.0288881776; 0.0140747522
308.0,0.0545,3,12.9208754545; 41.9548938825; 92.6164623244,0.0966478025; 0.1288324810; 0.1397058900,0.1601006247; 0.0344329731; 0.0127852420
308.0,0.055,3,13.6686297970; 36.9148441560; 97.9917988344,0.0988959429; 0.1264920039; 0.1403023796,0.1483314008; 0.0404671231; 0.0119017730
308.0,0.0555,3,14.6419762571; 32.4254353305; 102.5737786952,0.1015195256; 0.1239021138; 0.1407728952,0.1351647631; 0.0477118189; 0.0112271987
308.0,0.056,3,16.0730492960; 27.9909132046; 106.6264383447,0.1048678798; 0.1206673999; 0.1411635162,0.1192495253; 0.0575976537; 0.0106821188
308.0,0.0565,3,19.9080029984; 21.5238824164; 110.2914221004,0.1117295498; 0.1139752750; 0.1414982840,0.0897486434; 0.0810024409; 0.0102257704
309.0,0.0535,3,11.8064845648; 57.1438640795; 77.0508683535,0.0928376354; 0.1337217217; 0.1376221249,0.1810731217; 0.0233986888; 0.0161197587
309.0,0.054,3,12.3244852189; 47.6560093489; 87.1413829075,0.0946819323; 0.1309673999; 0.1390361744,0.1707603243; 0.0293534362; 0.0138148558
309.0,0.0545,3,12.9377170158; 41.5620778164; 93.7247076811,0.0966977473; 0.1286637274; 0.1398281155,0.1598342793; 0.0348517602; 0.0126016358
309.0,0.055,3,13.6909087058; 36.6174969050; 99.0011332148,0.0989564391; 0.1263336955; 0.1404035965,0.1480209053; 0.0408928506; 0.0117549978
309.0,0.0555,3,14.6742162708; 32.1786747624; 103.5245271898,0.1015980157; 0.1237387852; 0.1408611262,0.1347802810; 0.0481886835; 0.0111028938
309.0,0.056,3,16.1303065770; 27.7598941072; 107.5383575540,0.1049878151; 0.1204716243; 0.1412427369,0.1186979424; 0.0582258264; 0.0105732271
310.0,0.0535,3,11.8175043301; 55.8463765329; 79.0659412262,0.0928751849; 0.1333870603; 0.1379226712,0.1808601400; 0.0240862255; 0.0156149941
310.0,0.054,3,12.3378798426; 47.0922789052; 88.4223851823,0.0947246722; 0.1307716290; 0.1391926277,0.1705249192; 0.0298023544; 0.0135707573
310.0,0.0545,3,12.9545683388; 41.1847578589; 94.8178691404,0.0967476233; 0.1284990533; 0.1399463239,0.1595685225; 0.0352628640; 0.0124253273
310.0,0.055,3,13.7132526694; 36.3287872544; 100.0021839954,0.0990169607; 0.1261778792; 0.1405022894,0.1477106042; 0.0413140517; 0.0116127597
310.0,0.0555,3,14.7066975013; 31.9372989383; 104.4700659077,0.1016768217; 0.1235769519; 0.1409475395,0.1343948020; 0.0486635211; 0.0109818204
310.0,0.056,3,16.1887484597; 27.5316380335; 108.4467424944,0.1051095355; 0.1202754721; 0.1413205425,0.1181394567; 0.0588586240; 0.0104668234
311.0,0.0535,3,11.8285042122; 54.7461653578; 80.8841835262,0.0929126158; 0.1330927508; 0.1381829773,0.1806479558; 0.0246990893; 0.0151843011
311.0,0.054,3,12.3512633186; 46.5612237158; 89.6711462684,0.0947673079; 0.1305835194; 0.1393415171,0.1702902495; 0.0302369142; 0.0133404804
311.0,0.0545,3,12.9714299403; 40.8217010392; 95.8971771510,0.0967974320; 0.1283381602; 0.1400608119,0.1593033447; 0.0356668569; 0.0122557517
311.0,0.055,3,13.7356632294; 36.0482017659; 100.9954610816,0.0990775113; 0.1260244158; 0.1405985938,0.1474004809; 0.0417310017; 0.0114747985
311.0,0.0555,3,14.7394270100; 31.7010344291; 105.4106592374,0.1017559562; 0.1234165238; 0.1410322127,0.1340082722; 0.0491365335; 0.0108638289
311.0,0.056,3,16.2484463632; 27.3059155184; 109.3517492457,0.1052331520; 0.1200787818; 0.1413969839,0.1175736192; 0.0594965919; 0.0103628094
312.0,0.0535,3,11.8394844004; 53.7831505744; 82.5656730280,0.0929499291; 0.1328267619; 0.1384150736,0.1804365622; 0.0252596027; 0.0148053622
312.0,0.054,3,12.3646359087; 46.0589688363; 90.8915388461,0.0948098407; 0.1304022181; 0.1394836945,0.1700563076; 0.0306587226; 0.0131224237
312.0,0.0545,3,12.9883023411; 40.4718224701; 96.9637140905,0.0968471752; 0.1281807843; 0.1401718416,0.1590387362; 0.0360642443; 0.0120924112
312.0,0.055,3,13.7581419578; 35.7752723214; 101.9814290434,0.0991380942; 0.1258731780; 0.1406926337,0.1470905180; 0.0421439531; 0.0113408768
312.0,0.0555,3,14.7724121389; 31.4696263791; 106.3465527300,0.1018354319; 0.1232574156; 0.1411152183,0.1336206361; 0.0496079136; 0.0107487798
312.0,0.056,3,16.3094786118; 27.0824995709; 110.2535245247,0.1053587860; 0.1198813841; 0.1414721088,0.1169999384; 0.0601403119; 0.0102610929
313.0,0.0535,3,11.8504450825; 52.9224770248; 84.1452627017,0.0929871258; 0.1325820901; 0.1386259626,0.1802259522; 0.0257807480; 0.0144652001
313.0,0.054,3,12.3779978741; 45.5823289230; 92.0867460114,0.0948522716; 0.1302270214; 0.1396198625,0.1698230860; 0.0310691042; 0.0129152681
313.0,0.0545,3,13.0051860654; 40.1341618094; 98.0184378035,0.0968968543; 0.1280266913; 0.1402796458,0.1587746876; 0.0364554751; 0.0119348645
313.0,0.055,3,13.7806904579; 35.5095707706; 102.9605124673,0.0991987129; 0.1257240485; 0.1407845230,0.1467806983; 0.0425531386; 0.0112107772
313.0,0.0555,3,14.8056605265; 31.2428367085; 107.2779748791,0.1019152620; 0.1230995466; 0.1411966239,0.1332318360; 0.0500778468; 0.0106365433
313.0,0.056,3,16.3719313933; 26.8611639731; 111.1522064264,0.1054865710; 0.1196831003; 0.1415459624,0.1164178752; 0.0607904081; 0.0101615866
314.0,0.0535,3,11.8613864451; 52.1418045484; 85.6452905371,0.0930242070; 0.1323542314; 0.1388201474,0.1800161190; 0.0262708672; 0.0141554778
314.0,0.054,3,12.3913494751; 45.1286486547; 93.2594208541,0.0948946019; 0.1300573404; 0.1397506086,0.1695905774; 0.0314691664; 0.0127179120
314.0,0.0545,3,13.0220816413; 39.8078643097; 99.0622005517,0.0969464711; 0.1278756717; 0.1403844323,0.1585111893; 0.0368409507; 0.0117827180
314.0,0.055,3,13.8033103659; 35.2507043600; 103.9331005259,0.0992593710; 0.1255769191; 0.1408743663,0.1464710044; 0.0429587735; 0.0110843001
314.0,0.0555,3,14.8391801251; 31.0204425258; 108.2051386920,0.1019954605; 0.1229428395; 0.1412764927,0.1328418126; 0.0505465120; 0.0105269980
314.0,0.056,3,16.4358998959; 26.6416814751; 112.0479250929,0.1056166538; 0.1194837407; 0.1416185875,0.1158268359; 0.0614475547; 0.0100642083
315.0,0.053,3,11.4133029365; 64.8865817218; 72.9276150833,0.0913222298; 0.1354442188; 0.1369316449,0.1897731300; 0.0200174353; 0.0173098259
315.0,0.0535,3,11.8723086732; 51.4258063955; 87.0810811302,0.0930611735; 0.1321400852; 0.1390007273,0.1798070559; 0.0267356976; 0.0138704629
315.0,0.054,3,12.4046909718; 44.6956876288; 94.4118015615,0.0949368326; 0.1298926767; 0.1398764304,0.1693587742; 0.0318598462; 0.0125294237
315.0,0.0545,3,13.0389896006; 39.4921654087; 100.0957644229,0.0969960272; 0.1277275375; 0.1404863875,0.1582482318; 0.0372210310; 0.0116356192
315.0,0.055,3,13.8260033518; 34.9983118084; 104.8995509010,0.0993200720; 0.1254316897; 0.1409622601,0.1461614186; 0.0433610571; 0.0109612616
315.0,0.0555,3,14.8729792195; 30.8022347169; 109.1282430807,0.1020760416; 0.1227872207; 0.1413548840,0.1324505041; 0.0510140825; 0.0104200306
315.0,0.056,3,16.5014896625; 26.4238218362; 112.9408033177,0.1057491973; 0.1192831022; 0.1416900246,0.1152261639; 0.0621124840; 0.0099688803
316.0,0.053,3,11.4224562835; 62.0473241153; 76.4867707964,0.0913550712; 0.1348417976; 0.1375046299,0.1895824225; 0.0211699960; 0.0163192735
316.0,0.0535,3,11.8832119507; 50.7634327726; 88.4636821374,0.0930980264; 0.1319374088; 0.1391699444,0.1795987564; 0.0271793865; 0.0136060129
316.0,0.054,3,12.4180226236; 44.2815354713; 95.5457963078,0.0949789648; 0.1297326035; 0.1399977534,0.1691276693; 0.0322419449; 0.0123490075
316.0,0.0545,3,13.0559104794; 39.1863780857; 101.1198139745,0.0970455242; 0.1275821188; 0.1405856797,0.1579858058; 0.0375960410; 0.0114932508
316.0,0.055,3,13.8487711202; 34.7520599204; 105.8601931684,0.0993808196; 0.1252882674; 0.1410482937,0.1458519232; 0.0437601751; 0.0108414923
316.0,0.0555,3,14.9070664470; 30.5880166896; 110.0474740984,0.1021570203; 0.1226326198; 0.1414318536,0.1320578466; 0.0514807266; 0.0103155346
316.0,0.056,3,16.5688182171; 26.2073496511; 113.8309570923,0.1058843821; 0.1190809656; 0.1417603121,0.1146151300; 0.0627859968; 0.0098755292
317.0,0.053,3,11.4315873460; 60.2261526250; 79.0282796985,0.0913877949; 0.1344301506; 0.1378869514,0.1893924933; 0.0219761175; 0.0156745647
317.0,0.0535,3,11.8940964600; 50.1464100814; 89.8013650364,0.0931347667; 0.1317445167; 0.1393294830,0.1793912138; 0.0276050470; 0.0133590195
317.0,0.054,3,12.4313446892; 43.8845480059; 96.6630470858,0.0950209998; 0.1295767521; 0.1401149451,0.1688972553; 0.0326161543; 0.0121759772
317.0,0.0545,3,13.0728448180; 38.8898824014; 102.1349666935,0.0970949637; 0.1274392619; 0.1406824609,0.1577239018; 0.0379662751; 0.0113553260
317.0,0.055,3,13.8716154124; 34.5116406525; 106.8153317313,0.0994416175; 0.1251465657; 0.1411325498,0.1455425002; 0.0441563006; 0.0107248350
317.0,0.0555,3,14.9414508190; 30.3776032504; 110.9630060400,0.1022384120; 0.1224789687; 0.1415074537,0.1316637737; 0.0519466085; 0.0102134105
317.0,0.056,3,16.6380170335; 25.9920218849; 114.7184961028,0.1060224102; 0.1188770924; 0.1418294864,0.1139929205; 0.0634689744; 0.0097840853
318.0,0.053,3,11.4406962829; 58.8103206010; 81.1648863443,0.0914204019; 0.1340952257; 0.1381926607,0.1892033362; 0.0226431087; 0.0151683954
318.0,0.0535,3,11.9049623823; 49.5683556171; 91.1005104280,0.0931713953; 0.1315601045; 0.1394806466,0.1791844215; 0.0280150872; 0.0131270793
318.0,0.054,3,12.4446574271; 43.5032984335; 97.7649785258,0.0950629386; 0.1294248015; 0.1402283256,0.1686675252; 0.0329830763; 0.0120097359
318.0,0.0545,3,13.0897931609; 38.6021167768; 103.1417817170,0.0971443475; 0.1272988267; 0.1407768696,0.1574625104; 0.0383320010; 0.0112215845
318.0,0.055,3,13.8945380069; 34.2767685571; 107.7652483737,0.0995024694; 0.1250065040; 0.1412151055,0.1452331313; 0.0445495957; 0.0106111442
318.0,0.0555,3,14.9761417442; 30.1708195975; 111.8750024261,0.1023202328; 0.1223262022; 0.1415817338,0.1312682165; 0.0524118890; 0.0101135645
318.0,0.056,3,16.7092339363; 25.7775850211; 115.6035241812,0.1061635082; 0.1186712215; 0.1418975822,0.1133586231; 0.0641623936; 0.0096944825
319.0,0.053,3,11.4497832518; 57.6289434176; 83.0674732810,0.0914528931; 0.1338050981; 0.1384536817,0.1890149449; 0.0232289475; 0.0147427921
319.0,0.0535,3,11.9158098975; 49.0242248695; 92.3661607344,0.0932079132; 0.1313831375; 0.1396244691,0.1789783732; 0.0284114155; 0.0129082888
319.0,0.054,3,12.4579610953; 43.1365394272; 98.8528358019,0.0951047822; 0.1292764700; 0.1403381754,0.1684384717; 0.0333432389; 0.0118497612
319.0,0.0545,3,13.1067560571; 38.3225706728; 104.1407671523,0.0971936770; 0.1271606855; 0.1408690318,0.1572016223; 0.0386934632; 0.0110917896
319.0,0.055,3,13.9175407212; 34.0471785494; 108.7102044929,0.0995633791; 0.1248680068; 0.1412960322,0.1449237981; 0.0449402121; 0.0105002846
319.0,0.0555,3,15.0111490538; 29.9675004141; 112.7836168845,0.1024024996; 0.1221742568; 0.1416547402,0.1308711033; 0.0528767262; 0.0100159083
319.0,0.056,3,16.7826360580; 25.5637716926; 116.4861397161,0.1063079316; 0.1184630642; 0.1419646324,0.1127112086; 0.0648673440; 0.0096066583
